"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664019984";"1.3.16.3.1.1.4.1";"1700";"";"";"";"0"
"2010";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"43500";"";"";"";"0"
"2011";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"41200";"";"";"";"0"
"2012";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"40500";"";"";"";"0"
"2013";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"43000";"";"";"";"0"
"2014";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"41900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"39100";"";"";"";"0"
"2016";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"43400";"";"";"";"0"
"2017";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"46100";"";"";"";"0"
"2018";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664019985";"1.3.16.3.1.1.4.2";"46200";"";"";"";"0"
"2010";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"2550";"";"";"";"0"
"2011";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"3200";"";"";"";"0"
"2012";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"3060";"";"";"";"0"
"2013";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"3190";"";"";"";"0"
"2014";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"4570";"";"";"";"0"
"2015";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"4310";"";"";"";"0"
"2016";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"3860";"";"";"";"0"
"2017";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"4130";"";"";"";"0"
"2018";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020173";"1.3.24.3.1.1.4.1";"4210";"";"";"";"0"
"2010";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"49600";"";"";"";"0"
"2011";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"44900";"";"";"";"0"
"2012";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"45100";"";"";"";"0"
"2013";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"47200";"";"";"";"0"
"2014";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"46400";"";"";"";"0"
"2015";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"45600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"45800";"";"";"";"0"
"2017";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"47200";"";"";"";"0"
"2018";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Commerce, gestion et administration publique [5]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020174";"1.3.24.3.1.1.4.2";"47900";"";"";"";"0"
"2010";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020362";"1.3.28.3.1.1.4.1";"0";"";"";"";"0"
"2011";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020362";"1.3.28.3.1.1.4.1";"10";"";"";"";"0"
"2013";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020362";"1.3.28.3.1.1.4.1";"10";"";"";"";"0"
"2014";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020362";"1.3.28.3.1.1.4.1";"10";"";"";"";"0"
"2018";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020362";"1.3.28.3.1.1.4.1";"0";"";"";"";"0"
"2010";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020363";"1.3.28.3.1.1.4.2";"";"x";"";"";"0"
"2011";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020363";"1.3.28.3.1.1.4.2";"";"x";"";"";"0"
"2013";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020363";"1.3.28.3.1.1.4.2";"";"x";"";"";"0"
"2014";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020363";"1.3.28.3.1.1.4.2";"";"x";"";"";"0"
"2018";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Sciences physiques et de la vie, et technologies [6]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020363";"1.3.28.3.1.1.4.2";"";"x";"";"";"0"
"2010";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"160";"";"";"";"0"
"2011";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"240";"";"";"";"0"
"2012";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"230";"";"";"";"0"
"2013";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"180";"";"";"";"0"
"2014";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"220";"";"";"";"0"
"2015";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"200";"";"";"";"0"
"2016";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"220";"";"";"";"0"
"2017";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"200";"";"";"";"0"
"2018";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664020551";"1.3.34.3.1.1.4.1";"160";"";"";"";"0"
"2010";"Canada";"2021A11124";"Certificat de formation technique ou professionnelle";"Mathématiques, informatique et sciences de l’information [7]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664020552";"1.3.34.3.1.1.4.2";"48200";"";"";"";"0"
